1,64,2,128,0.0,-0.4584784190536596,0.031449828243214205
1,64,2,256,0.1,-0.45941588737897476,0.02215195031649663
1,256,1,32,0.3,-0.5339643510457077,0.03398882519776869
1,128,1,64,0.0,-0.47424835219484346,0.006317797856822638
1,128,1,64,0.3,-0.4755752661672945,0.019531482451978062
2,256,2,64,0.0,-0.4490507592615004,0.025650979651625754
1,64,1,128,0.2,-0.4835776693430244,0.02985365950223439
1,64,2,256,0.3,-0.49228272645377646,0.04049771090620344
1,256,1,64,0.1,-0.48251222512825215,0.01627562416668609
2,256,2,256,0.1,-0.4855037868681684,0.020013308801683838
2,128,2,256,0.3,-0.46686825640418556,0.022297277625399674
2,32,2,256,0.3,-0.4851812410579265,0.0273256669562032
2,64,1,128,0.0,-0.4603149182125195,0.024171365196756944
1,256,2,256,0.1,-0.4807904501538438,0.018572137333768054
1,128,1,64,0.1,-0.46811453378134155,0.005970834593611252
2,128,2,64,0.0,-0.45209396583754513,0.016816626119856026
1,128,2,32,0.0,-0.4374932076863266,0.01503478187229195
2,128,2,256,0.1,-0.49667159553073514,0.050564515097143624
1,32,2,128,0.2,-0.4756450876513035,0.028581013544901467
2,64,1,64,0.3,-0.5080930853479095,0.03914825382169689
2,32,1,256,0.1,-0.4638468475536734,0.01393721042650351
1,256,1,32,0.2,-0.5113637748461604,0.02688842065698742
1,32,1,256,0.0,-0.4813585669326631,0.02471081256097961
1,32,1,256,0.2,-0.4557709777499954,0.019378636360699458
2,256,2,32,0.0,-0.4326593234533793,0.006812875049803405
2,64,2,128,0.2,-0.4583812652126492,0.019541977575824966
2,64,2,256,0.2,-0.479996341003622,0.04108496691304655
1,128,1,32,0.1,-0.5762258345675013,0.07929484890881919
1,32,1,256,0.3,-0.4554264040936009,0.003031022126359109
1,64,1,128,0.0,-0.44868897301434246,0.011617060195148701
1,256,1,256,0.0,-0.45244173273718075,0.03214685670682102
1,256,1,128,0.0,-0.46412203039063654,0.019964950924190962
2,256,1,256,0.0,-0.4427844204667723,0.01659325226312268
2,128,2,64,0.3,-0.4783695579774639,0.039764986887400475
1,32,2,64,0.3,-0.4489318556371963,0.008783799683972644
1,32,1,128,0.2,-0.466626697359004,0.021340500468878282
1,32,1,256,0.0,-0.47813874795879086,0.027767143749388844
2,32,1,128,0.1,-0.4551864053088831,0.011850173067488085
2,256,1,256,0.3,-0.4467607799358104,0.010178296417340298
1,256,1,256,0.1,-0.4828334430658744,0.033218143411484845
2,32,1,32,0.0,-0.5086052045351082,0.023076452353652535
1,32,2,32,0.3,-0.4369549133023029,0.006371513068649834
2,64,1,256,0.1,-0.45018398189032344,0.01751557123841985
1,128,2,64,0.2,-0.44343887138571186,0.019798337089483982
1,64,2,256,0.3,-0.49693352315814776,0.029152371868587875
2,128,2,64,0.1,-0.45845624441907223,0.02257957964863913
2,32,1,128,0.2,-0.4540871213048684,0.0071258966282123715
1,64,2,256,0.0,-0.461240566408254,0.020345567172410484
1,256,2,128,0.3,-0.45257372880453806,0.019653052540593203
1,32,2,256,0.2,-0.48028295603416626,0.03191069973075188
2,64,1,64,0.3,-0.47253640323246576,0.015961314048225293
1,128,1,32,0.2,-0.5254918572144288,0.04865200560773882
2,64,2,32,0.3,-0.4478348818090792,0.029437971358341485
1,32,1,256,0.3,-0.4674181977114312,0.021646792280982943
2,64,2,64,0.2,-0.4674727732194991,0.025545138032013307
2,128,2,32,0.0,-0.44732270280251746,0.03794017079431125
1,128,1,64,0.3,-0.4965149009233869,0.0439573857066919
1,64,1,64,0.1,-0.47407800284084056,0.017649371386571487
2,128,2,64,0.3,-0.44671044918883823,0.014125177029210482
1,64,1,128,0.1,-0.47838432594495073,0.026346354286727717
2,256,1,32,0.2,-0.5371734351730714,0.047688283182196416
2,64,1,64,0.2,-0.46809833356395225,0.0036054220147305137
2,32,2,128,0.1,-0.44937105874205735,0.01426920996622504
2,64,2,128,0.3,-0.4788052755378778,0.03847914233621129
2,32,2,64,0.3,-0.44673779129252705,0.017496097977008785
2,256,1,32,0.3,-0.5203180137170931,0.011543631251614435
2,32,1,256,0.3,-0.48758739191208045,0.030149194742035354
1,256,2,64,0.0,-0.49800577511346916,0.03553237175358523
2,256,2,64,0.2,-0.46419801729993526,0.023738834937743192
1,32,1,128,0.2,-0.4591439947600914,0.00784971965131556
1,64,2,128,0.1,-0.4471164586115489,0.014956499072216738
1,256,1,32,0.3,-0.48952168664628914,0.008284932474527332
1,128,1,64,0.0,-0.47354789785012075,0.01365689909578313
2,32,2,32,0.0,-0.47270476728930433,0.034814511364194174
1,64,2,32,0.1,-0.4433296748573114,0.02538461978426385
1,64,1,64,0.3,-0.48183871815721346,0.02014650946589427
1,128,2,64,0.2,-0.44091061728083797,0.017150451021823953
1,256,2,128,0.1,-0.45632083682531155,0.020416768688548092
2,32,1,256,0.0,-0.46119635265754744,0.013390395623569983
2,32,1,64,0.3,-0.495334509195151,0.05825390930235687
2,32,1,256,0.3,-0.4882963230678192,0.028326871705791377
2,32,1,128,0.1,-0.48326481514961744,0.02924807380791133
1,64,2,64,0.0,-0.44361834191482724,0.02558598938727377
2,64,2,256,0.1,-0.47097216391667673,0.02048815272137595
2,256,2,128,0.1,-0.46767851235690705,0.01867249102916664
2,128,2,256,0.3,-0.4999121601846014,0.02262839328393572
2,128,2,64,0.2,-0.4572984064861161,0.01801416260839745
2,32,2,128,0.1,-0.4777785080821004,0.06000486459479336
2,32,1,64,0.2,-0.48602361711613284,0.03873760113340998
1,128,1,64,0.2,-0.4707388072902753,0.014574927024714501
1,32,1,32,0.2,-0.523908128022894,0.046543111972264434
1,256,1,32,0.0,-0.5088735852873373,0.027201809198432066
1,128,1,32,0.2,-0.5552512099689367,0.04086033442826161
2,32,2,128,0.1,-0.47042311860981484,0.027458638403912477
1,32,2,32,0.3,-0.4450567433548147,0.017877791535089036
2,64,2,32,0.3,-0.4591853043908912,0.03505496865477972
2,128,2,64,0.3,-0.46352588737854183,0.01613794623569313
1,64,2,32,0.3,-0.4446428836346639,0.014446690118589348
2,256,2,128,0.3,-0.4681762165527191,0.03147391436695475
1,64,2,128,0.3,-0.47857005113042134,0.023984489053543407
